x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.1861775815486908,0.613355815410614,-2.7382824896449165e-07,0.2487906217575073,0.589936375617981,-0.0267958659678697,0.306234747171402,0.5258380770683289,-0.0347127877175807,0.3320234715938568,0.4523118138313293,-0.0400946103036403,0.3295919299125671,0.3930377960205078,-0.0387462005019187,0.285027414560318,0.4414263963699341,-0.0076402798295021,0.2887297570705414,0.3939998149871826,-0.0344720743596553,0.27744260430336,0.4587207436561584,-0.0457553528249263,0.2750507593154907,0.4745035469532013,-0.0500625669956207,0.2423454523086547,0.4290565848350525,-0.0047936169430613,0.2439930588006973,0.3870674967765808,-0.0297164190560579,0.2384137511253357,0.4646153151988983,-0.0296987034380435,0.240248903632164,0.4638862609863281,-0.024395952001214,0.2004993259906768,0.4302005767822265,-0.0080547109246253,0.2012889981269836,0.3944763839244842,-0.0350692123174667,0.2019578963518142,0.4650700390338897,-0.0197651628404855,0.2066290080547332,0.4654319286346435,-0.0038517706561833,0.1586301028728485,0.4370279610157013,-0.0138267027214169,0.160566046833992,0.4156058430671692,-0.028174377977848,0.1663098335266113,0.4634421765804291,-0.0145303271710872,0.1692327111959457,0.469959020614624,-0.0005081648705527,A
0.3036327064037323,0.61246657371521,-3.087945970037254e-07,0.3600612878799438,0.5890666246414185,-0.0241681989282369,0.4240846931934356,0.5211170315742493,-0.0302021764218807,0.4537482261657715,0.4497868716716766,-0.0332263223826885,0.4538973569869995,0.3906179070472717,-0.0294629707932472,0.3991562724113464,0.4258256554603576,-0.0129732610657811,0.419377326965332,0.3916861414909363,-0.0344361960887908,0.4043175280094147,0.4628380239009857,-0.0393900424242019,0.392076313495636,0.4624581634998321,-0.0414549484848976,0.3556623756885528,0.4139223992824554,-0.011471171863377,0.3788168430328369,0.3774804472923279,-0.0361311584711074,0.3680664300918579,0.461276113986969,-0.0364928133785724,0.3557776808738708,0.4552732706069946,-0.0322296284139156,0.3129594326019287,0.4186392426490783,-0.0141027690842747,0.3286484181880951,0.3797146081924438,-0.0410145744681358,0.3290649354457855,0.4597287476062774,-0.0256785955280065,0.3180244565010071,0.4600412249565124,-0.0109765958040952,0.2677385210990906,0.4251235425472259,-0.0184282604604959,0.2820465266704559,0.4091710448265075,-0.0339049845933914,0.2902655005455017,0.4607539772987366,-0.0206211041659116,0.2844327390193939,0.4624413251876831,-0.0077274879440665,A
0.1554854065179824,0.645695686340332,-2.829742129506485e-07,0.2170086354017257,0.6145658493041992,-0.0251127872616052,0.2725042700767517,0.5467426776885986,-0.0324968509376049,0.3030842244625091,0.4733172655105591,-0.0380664095282554,0.3006026446819305,0.41317218542099,-0.0365095548331737,0.2511069774627685,0.4578554034233093,-0.0038705542683601,0.2564163208007812,0.4139584302902221,-0.0302652660757303,0.2463239282369613,0.4815826416015625,-0.0417660996317863,0.2431845664978027,0.4890631139278412,-0.0469510294497013,0.208081305027008,0.4469553232192993,-0.0023314871359616,0.2112620919942855,0.4076573252677917,-0.0269010290503501,0.2067035585641861,0.4881646037101745,-0.0271271858364343,0.2059608846902847,0.4822758436203003,-0.0224975999444723,0.1651353985071182,0.4515265226364136,-0.0069558541290462,0.1673031449317932,0.4134934544563293,-0.0332405120134353,0.1695881187915802,0.486692875623703,-0.0173250157386064,0.1717426627874374,0.4848830103874206,-0.0017129180487245,0.122222252190113,0.461629182100296,-0.014126967638731,0.1236530914902687,0.4434641301631927,-0.0278192870318889,0.132275104522705,0.4900550842285156,-0.0141617683693766,0.1360370814800262,0.4935258626937866,-0.000519617984537,A
0.2546640038490295,0.6170884370803833,-3.091163875978964e-07,0.3171542286872864,0.5910329818725586,-0.0223682690411806,0.3784385919570923,0.5274183750152588,-0.0289086271077394,0.4097178876399994,0.456399142742157,-0.0335131958127021,0.4095144867897033,0.3952304124832153,-0.0313763543963432,0.3588896691799164,0.4370809197425842,-0.0102902026847004,0.3714265823364258,0.3935708105564117,-0.0341169796884059,0.3564516305923462,0.4642227590084076,-0.0422755144536495,0.3482029139995575,0.4699133932590484,-0.045747984200716,0.3152573406696319,0.4233271181583404,-0.0097680501639842,0.3282244801521301,0.3807790577411651,-0.0330238863825798,0.3186680972576141,0.4627642929553985,-0.0327522754669189,0.3121301233768463,0.4582183361053467,-0.0285506919026374,0.2716690897941589,0.4246346056461334,-0.0138516826555132,0.2816762626171112,0.3794232010841369,-0.0389785952866077,0.2811594605445862,0.457130491733551,-0.0224160775542259,0.2769381999969482,0.4592519998550415,-0.0070846807211637,0.2262725085020065,0.4280237555503845,-0.0198006648570299,0.2345751225948333,0.4063936769962311,-0.0330000035464763,0.2421400249004364,0.4561912417411804,-0.0183137822896242,0.2414954006671905,0.4610949158668518,-0.0044755204580724,A
0.2597154676914215,0.5678865313529968,-3.303775315544044e-07,0.3241430819034576,0.5429694056510925,-0.0221393350511789,0.3867161870002746,0.4838703870773315,-0.0293929036706686,0.4169203639030456,0.41280597448349,-0.0347763076424598,0.4191156327724457,0.3515644371509552,-0.0335986204445362,0.3665662705898285,0.3950422406196594,-0.0125964917242527,0.378655195236206,0.3431130647659302,-0.0386152900755405,0.3635583817958832,0.4139001667499542,-0.0474064238369464,0.3568771779537201,0.4257444143295288,-0.0506934635341167,0.3236855566501617,0.3812209963798523,-0.0127725340425968,0.3352805376052856,0.3334540128707886,-0.0382309071719646,0.3248772621154785,0.4154328405857086,-0.0386101007461547,0.3196568787097931,0.4142953753471374,-0.0346697382628917,0.2803010642528534,0.381131649017334,-0.0174596551805734,0.2898725867271423,0.3340198397636413,-0.0443966165184974,0.2873788177967071,0.4112657308578491,-0.0273583251982927,0.2853591442108154,0.414319097995758,-0.0113615775480866,0.234268233180046,0.3851054310798645,-0.0239058695733547,0.2417448461055755,0.360544741153717,-0.0379925481975078,0.2483361065387725,0.4118383228778839,-0.0225914381444454,0.2483008503913879,0.4188194274902344,-0.0080641405656933,A
0.2412497550249099,0.5810093879699707,-2.473754818765883e-07,0.3037584125995636,0.5586082935333252,-0.0250931102782487,0.3665294647216797,0.5011553168296814,-0.0327197723090648,0.3970926403999328,0.4282839000225067,-0.0381196960806846,0.3967816233634949,0.3659125864505768,-0.0374365225434303,0.3441937863826751,0.4105339050292969,-0.0087876310572028,0.3574898838996887,0.3684886395931244,-0.0328969694674015,0.3419269919395447,0.4337197244167328,-0.0424036160111427,0.3369675576686859,0.4404263496398926,-0.0467606894671916,0.3032625913619995,0.3950527310371399,-0.0071092303842306,0.3154180645942688,0.35158771276474,-0.0309403259307146,0.3050954639911651,0.4274893999099731,-0.031350277364254,0.3020579516887665,0.427568107843399,-0.0270681120455265,0.2605269253253937,0.3944811224937439,-0.0106088519096374,0.2686475217342376,0.3516572415828705,-0.0362646095454692,0.2667940258979797,0.4232190251350403,-0.021307710558176,0.2664120197296142,0.4263335764408111,-0.0065402844920754,0.2158470749855041,0.3990029990673065,-0.0162320602685213,0.2217355966567993,0.3770349025726318,-0.0296012628823518,0.2282442897558212,0.4227306544780731,-0.0162351671606302,0.2297039628028869,0.4279752969741821,-0.0031774987000972,A
0.165571317076683,0.6243761777877808,-2.5910904355441744e-07,0.22693432867527,0.5978720784187317,-0.0272528920322656,0.2835818231105804,0.5353142619132996,-0.0351608358323574,0.313232272863388,0.4626364111900329,-0.0404921881854534,0.313630610704422,0.4009619057178497,-0.0386055633425712,0.2653815746307373,0.446079820394516,-0.0057718232274055,0.2697092592716217,0.4018708765506744,-0.0328163541853427,0.2570266127586365,0.4688216745853424,-0.0445507355034351,0.25477135181427,0.4795085191726684,-0.0495253689587116,0.2219385802745819,0.4329366683959961,-0.0022591541055589,0.2240773290395736,0.3939651250839233,-0.0281242560595273,0.2169680595397949,0.4732983708381653,-0.0290121044963598,0.219055563211441,0.4685150384902954,-0.0243932735174894,0.1788660585880279,0.4330548644065857,-0.0050081391818821,0.1800883710384369,0.3978902995586395,-0.0324133522808551,0.1791046112775802,0.4709134101867676,-0.0170377623289823,0.1837069541215896,0.469519555568695,-0.0013599389931187,0.1359259486198425,0.437705785036087,-0.0104014100506901,0.1368087381124496,0.4226202964782715,-0.0250770710408687,0.1424815952777862,0.471481442451477,-0.0120879672467708,0.1475216150283813,0.4749809205532074,0.0014618535060435,A
0.4053982198238373,0.6068360805511475,-3.266640362653561e-07,0.4710875451564789,0.5909362435340881,-0.0224927123636007,0.537993311882019,0.523173987865448,-0.0285847727209329,0.5718291997909546,0.4550878405570984,-0.0340732298791408,0.576766848564148,0.3991873264312744,-0.0338554419577121,0.5159391760826111,0.4268525838851928,-0.0039934096857905,0.5398058295249939,0.3871037364006042,-0.030514808371663,0.525185227394104,0.4577115178108215,-0.0412947870790958,0.5129102468490601,0.4672585129737854,-0.0455718673765659,0.4746832549571991,0.4096131324768066,-0.0048112724907696,0.4968084096908569,0.3738625347614288,-0.0301391258835792,0.4839728474617004,0.458476722240448,-0.0306782759726047,0.4714646935462951,0.4567191302776336,-0.0259383078664541,0.4296795427799225,0.4070069491863251,-0.0114714428782463,0.448530375957489,0.3712554275989532,-0.0401582345366478,0.4440780878067016,0.4512128531932831,-0.0246185362339019,0.4334806501865387,0.4534027576446533,-0.0086970720440149,0.3808072805404663,0.4095456898212433,-0.0199895817786455,0.3989525437355041,0.3914530277252197,-0.0354382768273353,0.4037920832633972,0.4473545551300049,-0.02013985440135,0.3963542580604553,0.4562781453132629,-0.0051628774963319,A
0.4640632569789886,0.5865005850791931,-2.729576920046384e-07,0.5254732966423035,0.5683406591415405,-0.0215433146804571,0.5922625064849854,0.5075265169143677,-0.02844775095582,0.6292239427566528,0.4428950548171997,-0.0349162518978118,0.6349402666091919,0.3844471573829651,-0.0362270250916481,0.5742164850234985,0.4098280668258667,-0.0042680380865931,0.6009976863861084,0.3822440803050995,-0.0304989237338304,0.5841712951660156,0.4444355368614197,-0.0417784377932548,0.5715408325195312,0.448635995388031,-0.0468479245901107,0.5338799953460693,0.3899854719638824,-0.0061722542159259,0.5594133138656616,0.3612059354782104,-0.0316945910453796,0.5443129539489746,0.4378246068954468,-0.0333046168088912,0.5324952006340027,0.4338388741016388,-0.0298343151807785,0.4887838661670685,0.3861289024353027,-0.0135581633076071,0.5098164677619934,0.3506907224655151,-0.0425534285604953,0.5041742324829102,0.4270412623882293,-0.0284901931881904,0.4933286011219024,0.4289053380489349,-0.0140201738104224,0.4390445947647095,0.3907055854797363,-0.022672526538372,0.4572364687919616,0.3744533658027649,-0.0393928550183773,0.4628594815731048,0.4265143573284149,-0.0259288344532251,0.4566263854503631,0.4322662353515625,-0.0125350132584571,A
0.5044426321983337,0.5149499177932739,-2.73561227004393e-07,0.5679269433021545,0.4941459596157074,-0.0215385686606168,0.6333978772163391,0.4344485998153686,-0.0298531893640756,0.6762394309043884,0.3723203241825104,-0.0380938872694969,0.6846933364868164,0.3100195527076721,-0.0407148599624633,0.6209786534309387,0.3369463086128235,-0.0064528086222708,0.6517872214317322,0.3005103170871734,-0.0348310396075248,0.6340702176094055,0.3707796633243561,-0.0464517399668693,0.6198559999465942,0.3800283968448639,-0.0509119592607021,0.5802168250083923,0.3174007534980774,-0.0093341590836644,0.6105569005012512,0.2801017165184021,-0.036342330276966,0.595199465751648,0.3631224036216736,-0.0381146669387817,0.5821197032928467,0.362071692943573,-0.0342457816004753,0.534645676612854,0.3132282197475433,-0.0176678523421287,0.5624204277992249,0.273550271987915,-0.0487663708627224,0.5561226010322571,0.3538830578327179,-0.0340425409376621,0.5445590615272522,0.3584870994091034,-0.0179950911551713,0.4846639633178711,0.3159192204475403,-0.0275081116706132,0.5097290873527527,0.2912927269935608,-0.0450563170015811,0.5156017541885376,0.3460336327552795,-0.0296300780028104,0.5083139538764954,0.357923686504364,-0.0141266416758298,A
